"filename", "language", "TypeScript JSX", "comment", "blank", "total"
"/Users/casey/Documents/appworks/everyday/src/pages/Dashboard/Milestone.tsx", "TypeScript JSX", -2, -6, -3, -11
"Total", "-", -2, -6, -3, -11
