"filename", "language", "TypeScript JSX", "comment", "blank", "total"
"/Users/casey/Documents/appworks/everyday/src/pages/Family/FamilyForm.tsx", "TypeScript JSX", -24, -3, -6, -33
"Total", "-", -24, -3, -6, -33
